uic_code,année,fréquentation
87611483,2017,49671
87611483,2016,48806
87611483,2015,51611
87144162,2022,4885
87144162,2021,3270
87144162,2020,3175
87144162,2019,5376
87144162,2018,11298
87144162,2017,14006
87144162,2016,13068
87144162,2015,10706
87781583,2022,2364
87781583,2021,1217
87781583,2020,663
87781583,2019,1053
87781583,2018,965
87781583,2017,666
87781583,2016,845
87781583,2015,1279
87295220,2022,32155
87295220,2021,25044
87295220,2020,25360
87295220,2019,27490
87295220,2018,21113
87295220,2017,23327
87295220,2016,23445
87295220,2015,26810
87694000,2022,156503
87694000,2021,114819
87694000,2020,99609
87694000,2019,137249
87694000,2018,120327
87694000,2017,122029
87694000,2016,110612
87694000,2015,112815
87694109,2022,653544
87694109,2021,500230
87694109,2020,393139
87694109,2019,691000
87694109,2018,688741
87694109,2017,732662
87694109,2016,723396
87694109,2015,750269
87481788,2022,139448
87481788,2021,109763
87481788,2020,77541
87481788,2019,116085
87481788,2018,103756
87481788,2017,113864
87481788,2016,105241
87481788,2015,97105
87611046,2022,73986
87611046,2021,61949
87611046,2020,47824
87611046,2019,51144
87611046,2018,52728
87611046,2017,62201
87611046,2016,53867
87611046,2015,57731
87747220,2022,136252
87747220,2021,100421
87747220,2020,80000
87747220,2019,103290
87747220,2018,91910
87747220,2017,87471
87747220,2016,84438
87747220,2015,90125
87721522,2022,136655
87721522,2021,122081
87721522,2020,124412
87721522,2019,155019
87721522,2018,148699
87721522,2017,150003
87721522,2016,135763
87721522,2015,124009
87444588,2022,6
87444588,2021,5
87444588,2020,17
87444588,2019,726
87444588,2018,521
87444588,2017,483
87444588,2016,593
87444588,2015,573
87393298,2022,591206
87393298,2021,514506
87393298,2020,354142
87393298,2019,715156
87393298,2018,733118
87393298,2017,754939
87393298,2016,761212
87393298,2015,764750
87382366,2022,1848826
87382366,2021,1548040
87382366,2020,788261
87382366,2019,1722096
87382366,2018,1695453
87382366,2017,1675790
87382366,2016,1629247
87382366,2015,1324800
87681247,2022,2529584
87681247,2021,2027532
87681247,2020,969205
87681247,2019,3062538
87681247,2018,3158156
87681247,2017,3254355
87681247,2016,3293224
87681247,2015,3318507
87741439,2022,78670
87741439,2021,48545
87741439,2020,40970
87741439,2019,56105
87741439,2018,55118
87741439,2017,63877
87741439,2016,53151
87741439,2015,60382
87746768,2022,5988
87746768,2021,4746
87746768,2020,4024
87746768,2019,4044
87746768,2018,4767
87746768,2017,5833
87746768,2016,6247
87746768,2015,6857
87272146,2022,2274636
87272146,2021,1536083
87272146,2020,1229850
87272146,2019,2754273
87272146,2018,2688760
87272146,2017,2643726
87272146,2016,2550407
87272146,2015,2446842
87746743,2022,22571
87746743,2021,17801
87746743,2020,14700
87746743,2019,19061
87746743,2018,19264
87746743,2017,22584
87746743,2016,22390
87746743,2015,19240
87746818,2022,2054
87746818,2021,1993
87746818,2020,1547
87746818,2019,3100
87746818,2018,3009
87746818,2017,2507
87746818,2016,2371
87746818,2015,2264
87276238,2022,1205683
87276238,2021,1272141
87276238,2020,773295
87276238,2019,1461270
87276238,2018,1539584
87276238,2017,1618916
87276238,2016,1674500
87276238,2015,1724995
87576181,2022,2428
87576181,2021,557
87576181,2020,276
87576181,2019,309
87576181,2018,36
87576181,2017,76
87576181,2016,594
87576181,2015,2303
87746834,2022,3703
87746834,2021,2428
87746834,2020,2133
87746834,2019,2759
87746834,2018,2767
87746834,2017,2270
87746834,2016,2590
87746834,2015,2415
87641373,2022,760
87641373,2021,634
87641373,2020,723
87641373,2019,1024
87641373,2018,673
87641373,2017,797
87641373,2016,718
87641373,2015,2143
87386300,2022,5077252
87386300,2021,4068322
87386300,2020,2124124
87386300,2019,4283672
87386300,2018,4280459
87386300,2017,4265730
87386300,2016,4185281
87386300,2015,4079450
87471060,2022,55145
87471060,2021,37499
87471060,2020,30059
87471060,2019,45614
87471060,2018,38393
87471060,2017,39823
87471060,2016,41127
87471060,2015,41392
87718528,2022,20109
87718528,2021,16493
87718528,2020,18707
87718528,2019,20152
87718528,2018,16125
87718528,2017,17964
87718528,2016,17010
87718528,2015,17095
87276212,2022,261503
87276212,2021,205514
87276212,2020,183338
87276212,2019,290944
87276212,2018,274179
87276212,2017,295252
87276212,2016,282746
87276212,2015,276860
87584052,2022,1690650
87584052,2021,1311984
87584052,2020,986092
87584052,2019,1468974
87584052,2018,1239181
87584052,2017,1329200
87584052,2016,1317070
87584052,2015,1286991
87345041,2022,38216
87345041,2021,33095
87345041,2020,33409
87345041,2019,52898
87345041,2018,47261
87345041,2017,46384
87345041,2016,36854
87345041,2015,37700
87223263,2022,6056899
87223263,2021,4337868
87223263,2020,3303176
87223263,2019,7754675
87223263,2018,7696028
87223263,2017,8314520
87223263,2016,7780562
87223263,2015,7846574
87286005,2022,21992946
87286005,2021,15935295
87286005,2020,13906563
87286005,2019,21809569
87286005,2018,19284090
87286005,2017,19793630
87286005,2016,18418490
87286005,2015,18780587
87342238,2022,173657
87342238,2021,143653
87342238,2020,124271
87342238,2019,199562
87342238,2018,210324
87342238,2017,252496
87342238,2016,254422
87342238,2015,270760
87212274,2022,92018
87212274,2021,75186
87212274,2020,65038
87212274,2019,100755
87212274,2018,95107
87212274,2017,88136
87212274,2016,82384
87212274,2015,86933
87447219,2022,222846
87447219,2021,133948
87447219,2020,95100
87447219,2019,170736
87447219,2018,190364
87447219,2017,223467
87447219,2016,209488
87447219,2015,227865
87182345,2022,34475
87182345,2021,28695
87182345,2020,22194
87182345,2019,36187
87182345,2018,32443
87182345,2017,31769
87182345,2016,31194
87182345,2015,36040
87611053,2022,126046
87611053,2021,100384
87611053,2020,77042
87611053,2019,102160
87611053,2018,85589
87611053,2017,105821
87611053,2016,99801
87611053,2015,103280
87712620,2022,3284
87712620,2021,2043
87712620,2020,2912
87712620,2019,4425
87712620,2018,5133
87712620,2017,7745
87712620,2016,6576
87712620,2015,6444
87272195,2022,23579
87272195,2021,19333
87272195,2020,13925
87272195,2019,22887
87272195,2018,22726
87272195,2017,23440
87272195,2016,21085
87272195,2015,18279
87411447,2022,11774
87411447,2021,8076
87411447,2020,7437
87411447,2019,11158
87411447,2018,11120
87411447,2017,9873
87411447,2016,11893
87411447,2015,13770
87116137,2022,680603
87116137,2021,660085
87116137,2020,368201
87116137,2019,824175
87116137,2018,816896
87116137,2017,818352
87116137,2016,800623
87116137,2015,780859
87476002,2022,1766624
87476002,2021,1312177
87476002,2020,962917
87476002,2019,1390474
87476002,2018,1222341
87476002,2017,1243102
87476002,2016,1165951
87476002,2015,1184731
87673673,2022,0
87673673,2021,195
87673673,2020,390
87673673,2019,498
87673673,2018,498
87673673,2017,498
87673673,2016,493
87673673,2015,484
87671339,2022,453955
87671339,2021,285481
87671339,2020,199322
87671339,2019,415327
87671339,2018,375349
87671339,2017,426612
87671339,2016,406686
87671339,2015,418492
87382457,2022,977571
87382457,2021,827992
87382457,2020,478388
87382457,2019,1015247
87382457,2018,1001155
87382457,2017,993261
87382457,2016,965641
87382457,2015,949312
87761874,2022,9479
87761874,2021,5520
87761874,2020,5810
87761874,2019,8242
87761874,2018,6384
87761874,2017,7456
87761874,2016,6251
87761874,2015,5830
87611236,2022,42692
87611236,2021,22608
87611236,2020,22939
87611236,2019,28744
87611236,2018,23722
87611236,2017,31900
87611236,2016,35488
87611236,2015,42046
87781575,2022,582
87781575,2021,260
87781575,2020,108
87781575,2019,299
87781575,2018,182
87781575,2017,158
87781575,2016,111
87781575,2015,81
87747667,2022,552
87747667,2021,69
87747667,2020,3261
87747667,2019,5455
87747667,2018,4526
87747667,2017,5880
87747667,2016,5329
87747667,2015,5950
87723197,2022,36558465
87723197,2021,26187679
87723197,2020,19541666
87723197,2019,32587523
87723197,2018,32555240
87723197,2017,34874317
87723197,2016,32525629
87723197,2015,32411748
87725689,2022,1375848
87725689,2021,1059294
87725689,2020,839209
87725689,2019,1230858
87725689,2018,1134958
87725689,2017,1222482
87725689,2016,1148009
87725689,2015,1239005
87394429,2022,14061
87394429,2021,8348
87394429,2020,3076
87394429,2019,4625
87394429,2018,4639
87394429,2017,2665
87394429,2016,2565
87394429,2015,1987
87394130,2022,1352209
87394130,2021,1080974
87394130,2020,920336
87394130,2019,1232897
87394130,2018,1186265
87394130,2017,1209835
87394130,2016,1207819
87394130,2015,1216557
87386425,2022,7964985
87386425,2021,6034740
87386425,2020,4048033
87386425,2019,8594609
87386425,2018,8358173
87386425,2017,8149225
87386425,2016,7842005
87386425,2015,7549498
87757591,2022,131714
87757591,2021,91651
87757591,2020,67170
87757591,2019,121386
87757591,2018,100620
87757591,2017,140646
87757591,2016,119908
87757591,2015,133909
87381715,2022,70521
87381715,2021,76033
87381715,2020,39174
87381715,2019,85503
87381715,2018,82238
87381715,2017,79678
87381715,2016,75375
87381715,2015,71077
87581215,2022,47532
87581215,2021,36102
87581215,2020,27822
87581215,2019,38867
87581215,2018,27648
87581215,2017,23835
87581215,2016,21388
87581215,2015,27136
87611194,2022,2436
87611194,2021,1808
87611194,2020,1574
87611194,2019,2090
87611194,2018,1606
87611194,2017,2728
87611194,2016,3911
87611194,2015,4007
87576132,2022,8259
87576132,2021,5677
87576132,2020,4351
87576132,2019,6292
87576132,2018,5714
87576132,2017,6942
87576132,2016,7274
87576132,2015,6778
87111849,2022,4641120
87111849,2021,3312209
87111849,2020,2492919
87111849,2019,5432886
87111849,2018,5996489
87111849,2017,6009276
87111849,2016,5418784
87111849,2015,5443822
87751008,2022,16906447
87751008,2021,13225716
87751008,2020,9569704
87751008,2019,14629257
87751008,2018,13681361
87751008,2017,14450431
87751008,2016,13544008
87751008,2015,13686954
87313726,2022,56797
87313726,2021,41085
87313726,2020,27336
87313726,2019,28586
87313726,2018,30307
87313726,2017,34135
87313726,2016,34684
87313726,2015,34494
87144295,2022,11538
87144295,2021,9880
87144295,2020,5565
87144295,2019,6953
87144295,2018,10896
87144295,2017,11297
87144295,2016,11700
87144295,2015,13316
87594820,2022,8126
87594820,2021,6984
87594820,2020,4637
87594820,2019,5767
87594820,2018,4757
87594820,2017,5467
87594820,2016,4781
87594820,2015,6345
87116103,2022,7838001
87116103,2021,8727614
87116103,2020,649234
87116103,2019,9490751
87116103,2018,9260830
87116103,2017,9061287
87116103,2016,8698195
87116103,2015,8321142
87681411,2022,797420
87681411,2021,1164793
87681411,2020,367289
87681411,2019,965477
87681411,2018,1026207
87681411,2017,1095707
87681411,2016,1146510
87681411,2015,1194181
87296434,2022,12627
87296434,2021,9494
87296434,2020,6485
87296434,2019,6698
87296434,2018,8141
87296434,2017,8656
87296434,2016,8732
87296434,2015,10404
87756486,2022,1838470
87756486,2021,1334327
87756486,2020,1106504
87756486,2019,1935727
87756486,2018,1704152
87756486,2017,1846053
87756486,2016,1612481
87756486,2015,1573073
87756494,2022,253670
87756494,2021,156927
87756494,2020,107569
87756494,2019,237138
87756494,2018,196796
87756494,2017,230197
87756494,2016,210608
87756494,2015,211987
87278259,2022,88408
87278259,2021,80857
87278259,2020,64264
87278259,2019,141346
87278259,2018,108444
87278259,2017,89808
87278259,2016,76646
87278259,2015,83656
87713701,2022,11555
87713701,2021,7720
87713701,2020,6217
87713701,2019,9278
87713701,2018,7265
87713701,2017,7111
87713701,2016,6259
87713701,2015,7124
87191338,2022,3220
87191338,2021,3597
87191338,2020,3651
87191338,2019,4874
87191338,2018,4727
87191338,2017,5608
87191338,2016,6276
87191338,2015,6867
87393082,2022,2389874
87393082,2021,1323040
87393082,2020,1222423
87393082,2019,2893671
87393082,2018,2940191
87393082,2017,2996579
87393082,2016,2998119
87393082,2015,2982684
87271528,2022,2580330
87271528,2021,2460460
87271528,2020,1404440
87271528,2019,2950501
87271528,2018,3054942
87271528,2017,3079825
87271528,2016,3039545
87271528,2015,2989451
87742007,2022,216671
87742007,2021,193963
87742007,2020,163718
87742007,2019,205104
87742007,2018,205051
87742007,2017,214537
87742007,2016,194357
87742007,2015,195519
87611889,2022,124171
87611889,2021,87547
87611889,2020,63551
87611889,2019,77068
87611889,2018,66280
87611889,2017,83915
87611889,2016,83344
87611889,2015,81273
87214577,2022,1655209
87214577,2021,1381129
87214577,2020,1221223
87214577,2019,1584090
87214577,2018,1552953
87214577,2017,1605601
87214577,2016,1564791
87214577,2015,1552148
87756403,2022,6560913
87756403,2021,4935372
87756403,2020,4085871
87756403,2019,7534138
87756403,2018,6302802
87756403,2017,6588940
87756403,2016,5730408
87756403,2015,5848796
87684001,2022,1531226
87684001,2021,1227739
87684001,2020,1002392
87684001,2019,1717950
87684001,2018,1642327
87684001,2017,1673680
87684001,2016,1588939
87684001,2015,1588011
87276618,2022,58123
87276618,2021,42796
87276618,2020,25650
87276618,2019,42097
87276618,2018,32123
87276618,2017,33684
87276618,2016,32742
87276618,2015,26930
87611244,2022,1383328
87611244,2021,1123736
87611244,2020,835407
87611244,2019,1048385
87611244,2018,967481
87611244,2017,1147797
87611244,2016,1105851
87611244,2015,1121171
87612010,2022,67312
87612010,2021,48367
87612010,2020,32166
87612010,2019,36930
87612010,2018,22343
87612010,2017,26320
87612010,2016,26942
87612010,2015,26387
87571406,2022,9855
87571406,2021,7251
87571406,2020,7924
87571406,2019,11899
87571406,2018,9948
87571406,2017,9619
87571406,2016,11089
87571406,2015,12330
87763508,2022,79124
87763508,2021,49257
87763508,2020,51656
87763508,2019,77673
87763508,2018,70515
87763508,2017,81597
87763508,2016,83671
87763508,2015,85980
87671016,2022,440531
87671016,2021,341017
87671016,2020,273230
87671016,2019,355435
87671016,2018,316906
87671016,2017,317866
87671016,2016,275100
87671016,2015,280991
87411454,2022,28164
87411454,2021,24783
87411454,2020,25405
87411454,2019,38036
87411454,2018,33488
87411454,2017,32289
87411454,2016,31402
87411454,2015,33569
87765412,2022,27675
87765412,2021,19097
87765412,2020,13386
87765412,2019,24245
87765412,2018,23635
87765412,2017,23364
87765412,2016,20494
87765412,2015,21094
87718106,2022,4199
87718106,2021,1544
87718106,2020,2317
87718106,2019,2778
87718106,2018,2320
87718106,2017,2582
87718106,2016,2479
87718106,2015,2296
87396291,2022,16743
87396291,2021,11346
87396291,2020,10933
87396291,2019,34150
87396291,2018,42605
87396291,2017,45537
87396291,2016,48805
87396291,2015,50736
87194209,2022,4704
87194209,2021,2984
87194209,2020,2001
87194209,2019,5546
87194209,2018,4739
87194209,2017,7056
87194209,2016,8207
87194209,2015,9503
87595322,2022,170416
87595322,2021,139080
87595322,2020,110935
87595322,2019,162574
87595322,2018,128349
87595322,2017,139407
87595322,2016,137303
87595322,2015,134378
87611152,2022,223810
87611152,2021,136940
87611152,2020,93978
87611152,2019,113771
87611152,2018,112009
87611152,2017,158653
87611152,2016,181147
87611152,2015,176929
87382879,2022,2010237
87382879,2021,1897965
87382879,2020,748793
87382879,2019,2226698
87382879,2018,2204405
87382879,2017,2192249
87382879,2016,2137642
87382879,2015,2248554
87487637,2022,9781
87487637,2021,6728
87487637,2020,4470
87487637,2019,6291
87487637,2018,5807
87487637,2017,5441
87487637,2016,6366
87487637,2015,7024
87574855,2022,107575
87574855,2021,89253
87574855,2020,67643
87574855,2019,89033
87574855,2018,79629
87574855,2017,84078
87574855,2016,76917
87574855,2015,74869
87746867,2022,5222
87746867,2021,3434
87746867,2020,2607
87746867,2019,4393
87746867,2018,4196
87746867,2017,3327
87746867,2016,3238
87746867,2015,3052
87116400,2022,42061
87116400,2021,54070
87116400,2020,23320
87116400,2019,50924
87116400,2018,54662
87116400,2017,58286
87116400,2016,61455
87116400,2015,64462
87276493,2022,1480901
87276493,2021,1315810
87276493,2020,768419
87276493,2019,1492565
87276493,2018,1571578
87276493,2017,1604400
87276493,2016,1579430
87276493,2015,1547828
87478537,2022,25367
87478537,2021,16191
87478537,2020,12317
87478537,2019,29501
87478537,2018,40391
87478537,2017,45273
87478537,2016,43528
87478537,2015,39516
87715441,2022,37290
87715441,2021,27532
87715441,2020,20859
87715441,2019,26948
87715441,2018,22414
87715441,2017,27014
87715441,2016,26145
87715441,2015,26514
87411439,2022,28457
87411439,2021,23328
87411439,2020,19899
87411439,2019,23642
87411439,2018,21282
87411439,2017,26118
87411439,2016,28912
87411439,2015,33072
87192286,2022,106556
87192286,2021,86458
87192286,2020,67681
87192286,2019,95491
87192286,2018,85641
87192286,2017,94951
87192286,2016,88379
87192286,2015,92337
87474338,2022,739465
87474338,2021,563262
87474338,2020,411383
87474338,2019,607843
87474338,2018,551004
87474338,2017,580379
87474338,2016,550739
87474338,2015,543195
87391300,2022,5988
87391300,2021,3871
87391300,2020,5818
87391300,2019,8286
87391300,2018,10191
87391300,2017,10453
87391300,2016,10325
87391300,2015,11412
87116244,2022,127841
87116244,2021,135903
87116244,2020,75184
87116244,2019,154778
87116244,2018,141533
87116244,2017,130839
87116244,2016,118481
87116244,2015,107069
87401323,2022,176431
87401323,2021,143323
87401323,2020,91143
87401323,2019,165696
87401323,2018,116753
87401323,2017,41490
87401323,2016,120438
87401323,2015,126323
87581231,2022,35916
87581231,2021,25708
87581231,2020,17758
87581231,2019,28996
87581231,2018,21411
87581231,2017,17867
87581231,2016,14069
87581231,2015,17014
87444190,2022,61050
87444190,2021,46947
87444190,2020,42302
87444190,2019,65037
87444190,2018,52825
87444190,2017,54219
87444190,2016,50359
87444190,2015,52358
87171298,2022,116235
87171298,2021,91852
87171298,2020,80902
87171298,2019,73393
87171298,2018,65407
87171298,2017,77331
87171298,2016,82000
87171298,2015,83049
87472639,2022,0
87472639,2021,0
87472639,2020,0
87472639,2019,0
87472639,2018,0
87472639,2017,0
87472639,2016,0
87472639,2015,0
87212100,2022,67611
87212100,2021,53029
87212100,2020,41411
87212100,2019,69281
87212100,2018,65929
87212100,2017,68210
87212100,2016,79492
87212100,2015,73530
87645481,2022,13720
87645481,2021,16795
87645481,2020,11931
87645481,2019,13215
87645481,2018,16401
87645481,2017,18840
87645481,2016,18669
87645481,2015,21430
87214585,2022,244603
87214585,2021,215725
87214585,2020,195671
87214585,2019,254037
87214585,2018,244130
87214585,2017,258725
87214585,2016,244897
87214585,2015,239957
87781104,2022,2134281
87781104,2021,1569858
87781104,2020,1045543
87781104,2019,1238902
87781104,2018,1225596
87781104,2017,1498171
87781104,2016,1508061
87781104,2015,1439839
87684126,2022,1245506
87684126,2021,1279368
87684126,2020,772805
87684126,2019,1507877
87684126,2018,1532858
87684126,2017,1565806
87684126,2016,1563912
87684126,2015,1561329
87396028,2022,11720
87396028,2021,8866
87396028,2020,6595
87396028,2019,10593
87396028,2018,7929
87396028,2017,8107
87396028,2016,6604
87396028,2015,7769
87756056,2022,9397550
87756056,2021,6631770
87756056,2020,5221606
87756056,2019,9517119
87756056,2018,8415150
87756056,2017,9028045
87756056,2016,8030193
87756056,2015,8394842
87342139,2022,81665
87342139,2021,69560
87342139,2020,60420
87342139,2019,95971
87342139,2018,89094
87342139,2017,99258
87342139,2016,97624
87342139,2015,109714
87113746,2022,3019593
87113746,2021,3079817
87113746,2020,2091668
87113746,2019,4819859
87113746,2018,4841770
87113746,2017,4864227
87113746,2016,4806191
87113746,2015,4716682
87116566,2022,450012
87116566,2021,366146
87116566,2020,283466
87116566,2019,490265
87116566,2018,440909
87116566,2017,421798
87116566,2016,380751
87116566,2015,376537
87741694,2022,9145
87741694,2021,6842
87741694,2020,3517
87741694,2019,5366
87741694,2018,4143
87741694,2017,5160
87741694,2016,5457
87741694,2015,5632
87172213,2022,73643
87172213,2021,55944
87172213,2020,45387
87172213,2019,45483
87172213,2018,45054
87172213,2017,55084
87172213,2016,61589
87172213,2015,60999
87743351,2022,12645
87743351,2021,12886
87743351,2020,9901
87743351,2019,20701
87743351,2018,18300
87743351,2017,22712
87743351,2016,23201
87743351,2015,24107
87784728,2022,2807
87784728,2021,2023
87784728,2020,1991
87784728,2019,1774
87784728,2018,1005
87784728,2017,1177
87784728,2016,1266
87784728,2015,1134
87296145,2022,7732
87296145,2021,9079
87296145,2020,8383
87296145,2019,5564
87296145,2018,7553
87296145,2017,11276
87296145,2016,14697
87296145,2015,14695
87271585,2022,36319
87271585,2021,37966
87271585,2020,19872
87271585,2019,34935
87271585,2018,36850
87271585,2017,39181
87271585,2016,34870
87271585,2015,31704
87295667,2022,288
87295667,2021,220
87295667,2020,269
87295667,2019,792
87295667,2018,523
87295667,2017,141
87295667,2016,226
87295667,2015,231
87116020,2022,1757433
87116020,2021,1914692
87116020,2020,1129670
87116020,2019,2409248
87116020,2018,2409568
87116020,2017,2429288
87116020,2016,2396593
87116020,2015,2353072
87175828,2022,6897
87175828,2021,4676
87175828,2020,3509
87175828,2019,4708
87175828,2018,3520
87175828,2017,2801
87175828,2016,2931
87175828,2015,3962
87473868,2022,79438
87473868,2021,65144
87473868,2020,52778
87473868,2019,66268
87473868,2018,59474
87473868,2017,52887
87473868,2016,42884
87473868,2015,50181
87611343,2022,358918
87611343,2021,270418
87611343,2020,178137
87611343,2019,295200
87611343,2018,267380
87611343,2017,345524
87611343,2016,341778
87611343,2015,354474
87581710,2022,57109
87581710,2021,35888
87581710,2020,27698
87581710,2019,52843
87581710,2018,34682
87581710,2017,23953
87581710,2016,18296
87581710,2015,19234
87271007,2022,211698470
87271007,2021,126621006
87271007,2020,92233317
87271007,2019,244744368
87271007,2018,244465576
87271007,2017,247963153
87271007,2016,242273091
87271007,2015,238356138
87391003,2022,56862435
87391003,2021,41039816
87391003,2020,32447396
87391003,2019,61374056
87391003,2018,59174533
87391003,2017,57752742
87391003,2016,55162747
87391003,2015,55167664
87487173,2022,3896
87487173,2021,5953
87487173,2020,6148
87487173,2019,24252
87487173,2018,31913
87487173,2017,39519
87487173,2016,40421
87487173,2015,43508
87753285,2022,115423
87753285,2021,88083
87753285,2020,71280
87753285,2019,119491
87753285,2018,111945
87753285,2017,135334
87753285,2016,132879
87753285,2015,161199
87192203,2022,26353
87192203,2021,20934
87192203,2020,19134
87192203,2019,27544
87192203,2018,25365
87192203,2017,26189
87192203,2016,29581
87192203,2015,33283
87381012,2022,3719484
87381012,2021,1495122
87381012,2020,1599075
87381012,2019,4503007
87381012,2018,4649913
87381012,2017,4850376
87381012,2016,4948939
87381012,2015,5021220
87286278,2022,74415
87286278,2021,47076
87286278,2020,45576
87286278,2019,72519
87286278,2018,71974
87286278,2017,94338
87286278,2016,99739
87286278,2015,103683
87286500,2022,238185
87286500,2021,198097
87286500,2020,205214
87286500,2019,331190
87286500,2018,304017
87286500,2017,305952
87286500,2016,273362
87286500,2015,283486
87473082,2022,13750
87473082,2021,11303
87473082,2020,8451
87473082,2019,10722
87473082,2018,8703
87473082,2017,11477
87473082,2016,12491
87473082,2015,11362
87474320,2022,6326
87474320,2021,3102
87474320,2020,2213
87474320,2019,3067
87474320,2018,1591
87474320,2017,1793
87474320,2016,2502
87474320,2015,1978
87473199,2022,1168
87473199,2021,362
87473199,2020,345
87473199,2019,1281
87473199,2018,888
87473199,2017,817
87473199,2016,588
87473199,2015,620
87473132,2022,645
87473132,2021,455
87473132,2020,455
87473132,2019,237
87473132,2018,12
87473132,2017,594
87473132,2016,910
87473132,2015,1176
87386573,2022,11163637
87386573,2021,7308400
87386573,2020,5232947
87386573,2019,10787497
87386573,2018,10810112
87386573,2017,10895097
87386573,2016,10764545
87386573,2015,10598539
87575001,2022,3463640
87575001,2021,2681891
87575001,2020,1897571
87575001,2019,3217576
87575001,2018,3010346
87575001,2017,3189495
87575001,2016,2933905
87575001,2015,3058508
87761742,2022,37566
87761742,2021,29666
87761742,2020,24212
87761742,2019,32826
87761742,2018,28145
87761742,2017,32515
87761742,2016,27218
87761742,2015,23765
87718189,2022,117389
87718189,2021,97108
87718189,2020,82738
87718189,2019,95413
87718189,2018,76978
87718189,2017,86711
87718189,2016,77485
87718189,2015,80386
87491100,2022,41789
87491100,2021,30228
87491100,2020,16113
87491100,2019,30263
87491100,2018,25663
87491100,2017,25210
87491100,2016,18810
87491100,2015,26179
87393041,2022,3411547
87393041,2021,2734194
87393041,2020,2258916
87393041,2019,4130203
87393041,2018,4258429
87393041,2017,4384798
87393041,2016,4438616
87393041,2015,4469086
87743120,2022,31244
87743120,2021,25236
87743120,2020,19543
87743120,2019,26296
87743120,2018,21678
87743120,2017,26249
87743120,2016,24673
87743120,2015,24354
87474056,2022,35454
87474056,2021,21778
87474056,2020,12707
87474056,2019,17857
87474056,2018,12148
87474056,2017,5625
87474056,2016,7553
87474056,2015,10252
87734087,2022,65781
87734087,2021,43341
87734087,2020,42416
87734087,2019,46360
87734087,2018,44687
87734087,2017,49169
87734087,2016,49051
87734087,2015,50059
87682526,2022,408987
87682526,2021,421325
87682526,2020,225928
87682526,2019,495137
87682526,2018,503026
87682526,2017,513571
87682526,2016,513654
87682526,2015,511417
87473520,2022,6315
87473520,2021,6423
87473520,2020,5599
87473520,2019,5800
87473520,2018,3372
87473520,2017,2755
87473520,2016,3634
87473520,2015,3649
87473835,2022,9334
87473835,2021,5888
87473835,2020,2636
87473835,2019,3273
87473835,2018,3350
87473835,2017,4116
87473835,2016,4709
87473835,2015,4910
87571794,2022,161897
87571794,2021,116193
87571794,2020,88569
87571794,2019,123623
87571794,2018,111210
87571794,2017,112723
87571794,2016,116452
87571794,2015,120459
87478750,2022,40510
87478750,2021,28350
87478750,2020,24133
87478750,2019,51913
87478750,2018,59807
87478750,2017,65049
87478750,2016,62147
87478750,2015,61758
87111278,2022,3107862
87111278,2021,2502513
87111278,2020,1318285
87111278,2019,3762544
87111278,2018,3928691
87111278,2017,4126841
87111278,2016,4245846
87111278,2015,4347686
87781062,2022,124777
87781062,2021,104839
87781062,2020,70509
87781062,2019,83628
87781062,2018,71159
87781062,2017,87075
87781062,2016,78634
87781062,2015,74666
87784264,2022,43409
87784264,2021,28342
87784264,2020,16364
87784264,2019,27707
87784264,2018,21974
87784264,2017,24506
87784264,2016,23462
87784264,2015,26408
87116160,2022,564456
87116160,2021,566796
87116160,2020,301849
87116160,2019,683609
87116160,2018,696157
87116160,2017,710305
87116160,2016,709649
87116160,2015,708317
87382382,2022,3900194
87382382,2021,3006079
87382382,2020,1740529
87382382,2019,4036184
87382382,2018,3737930
87382382,2017,3491920
87382382,2016,3201842
87382382,2015,3058734
87286245,2022,35
87286245,2021,57
87286245,2020,142
87286245,2019,954
87286245,2018,1248
87286245,2017,736
87286245,2016,1203
87286245,2015,1077
87476671,2022,273077
87476671,2021,187983
87476671,2020,122833
87476671,2019,161690
87476671,2018,130897
87476671,2017,119824
87476671,2016,107051
87476671,2015,110266
87476457,2022,121766
87476457,2021,99587
87476457,2020,81868
87476457,2019,116138
87476457,2018,101288
87476457,2017,102061
87476457,2016,98968
87476457,2015,100798
87721290,2022,91158
87721290,2021,74826
87721290,2020,60983
87721290,2019,73920
87721290,2018,63708
87721290,2017,61464
87721290,2016,53980
87721290,2015,50481
87182717,2022,52212
87182717,2021,41128
87182717,2020,34582
87182717,2019,52673
87182717,2018,46533
87182717,2017,48062
87182717,2016,45192
87182717,2015,43876
87753426,2022,6380
87753426,2021,3925
87753426,2020,1340
87753426,2019,3035
87753426,2018,2946
87753426,2017,4220
87753426,2016,3299
87753426,2015,3614
87213249,2022,223685
87213249,2021,166996
87213249,2020,138449
87213249,2019,162837
87213249,2018,154855
87213249,2017,153808
87213249,2016,152687
87213249,2015,153302
87171009,2022,4309354
87171009,2021,3131748
87171009,2020,2551210
87171009,2019,3820119
87171009,2018,3643133
87171009,2017,3966061
87171009,2016,3751481
87171009,2015,3884021
87192237,2022,252235
87192237,2021,213967
87192237,2020,171395
87192237,2019,221181
87192237,2018,198676
87192237,2017,210648
87192237,2016,204418
87192237,2015,218389
87144451,2022,319312
87144451,2021,222601
87144451,2020,170067
87144451,2019,272473
87144451,2018,242731
87144451,2017,263246
87144451,2016,250668
87144451,2015,266804
87775395,2022,762
87775395,2021,0
87775395,2020,0
87775395,2019,0
