uic_code,ann√©e,fr√©quentation
87276444,2015,42347
87543181,2022,2585668
87543181,2021,1151507
87543181,2020,723394
87543181,2019,3130349
87543181,2018,3290898
87543181,2017,3484634
87543181,2016,3615337
87543181,2015,3728741
87725473,2022,17196
87725473,2021,4401
87725473,2020,53
87725473,2019,0
87725473,2018,0
87725473,2017,0
87725473,2016,0
87725473,2015,0
87214775,2022,9285
87214775,2021,7693
87214775,2020,8323
87214775,2019,7947
87214775,2018,7918
87214775,2017,8579
87214775,2016,8146
87214775,2015,8569
87743005,2022,1816923
87743005,2021,1453090
87743005,2020,1214094
87743005,2019,1770487
87743005,2018,1662833
87743005,2017,1814080
87743005,2016,1728014
87743005,2015,1784643
87576207,2022,1148025
87576207,2021,829220
87576207,2020,615575
87576207,2019,980131
87576207,2018,843252
87576207,2017,915112
87576207,2016,880015
87576207,2015,957058
87723429,2022,1846340
87723429,2021,1381493
87723429,2020,922883
87723429,2019,1855873
87723429,2018,1765349
87723429,2017,1838742
87723429,2016,1701021
87723429,2015,1605895
87415323,2022,11589
87415323,2021,8528
87415323,2020,5189
87415323,2019,2424
87415323,2018,1534
87415323,2017,1717
87415323,2016,2347
87415323,2015,2591
87726216,2022,38939
87726216,2021,34858
87726216,2020,26961
87726216,2019,43426
87726216,2018,33990
87726216,2017,37248
87726216,2016,32178
87726216,2015,36970
87476242,2022,11356
87476242,2021,6799
87476242,2020,7003
87476242,2019,8446
87476242,2018,3550
87476242,2017,2015
87476242,2016,1601
87476242,2015,2008
87734244,2022,111809
87734244,2021,86092
87734244,2020,75737
87734244,2019,102367
87734244,2018,95369
87734244,2017,111519
87734244,2016,108499
87734244,2015,114501
87756833,2022,67208
87756833,2021,27475
87756833,2020,32917
87756833,2019,70196
87756833,2018,60658
87756833,2017,71707
87756833,2016,57215
87756833,2015,51425
87473827,2022,3917
87473827,2021,3841
87473827,2020,5021
87473827,2019,4787
87473827,2018,2925
87473827,2017,1748
87473827,2016,2270
87473827,2015,2903
87594762,2022,21440
87594762,2021,12182
87594762,2020,9375
87594762,2019,15092
87594762,2018,14024
87594762,2017,16366
87594762,2016,18328
87594762,2015,21919
87381624,2022,308723
87381624,2021,247376
87381624,2020,127358
87381624,2019,324134
87381624,2018,339493
87381624,2017,361155
87381624,2016,375428
87381624,2015,387979
87592063,2022,249
87592063,2021,120
87592063,2020,64
87592063,2019,98
87592063,2018,65
87592063,2017,251
87592063,2016,163
87592063,2015,72
87694166,2022,6581
87694166,2021,5014
87694166,2020,5732
87694166,2019,4836
87694166,2018,6919
87694166,2017,7856
87694166,2016,6225
87694166,2015,5896
87491191,2022,3818
87491191,2021,3217
87491191,2020,2216
87491191,2019,2918
87491191,2018,3155
87491191,2017,3470
87491191,2016,2421
87491191,2015,2949
87597708,2022,1484
87597708,2021,1187
87597708,2020,628
87597708,2019,551
87597708,2018,764
87597708,2017,1223
87597708,2016,1022
87597708,2015,1417
87281071,2022,688087
87281071,2021,497057
87281071,2020,415684
87281071,2019,773711
87281071,2018,714434
87281071,2017,747269
87281071,2016,706331
87281071,2015,698676
87342543,2022,30702
87342543,2021,20684
87342543,2020,9333
87342543,2019,54456
87342543,2018,57276
87342543,2017,65520
87342543,2016,72788
87342543,2015,70921
87757625,2022,4487177
87757625,2021,3217787
87757625,2020,2289665
87757625,2019,4073099
87757625,2018,3503089
87757625,2017,3853968
87757625,2016,3460278
87757625,2015,3566157
87613109,2022,164724
87613109,2021,121278
87613109,2020,82518
87613109,2019,107834
87613109,2018,71224
87613109,2017,75990
87613109,2016,73838
87613109,2015,76135
87447144,2022,0
87447144,2021,0
87447144,2020,0
87447144,2019,0
87447144,2018,1403
87447144,2017,1948
87447144,2016,1404
87447144,2015,1697
87611061,2022,301802
87611061,2021,217819
87611061,2020,191932
87611061,2019,242174
87611061,2018,211810
87611061,2017,275991
87611061,2016,264504
87611061,2015,285182
87756478,2022,677784
87756478,2021,530774
87756478,2020,412844
87756478,2019,681005
87756478,2018,569840
87756478,2017,621458
87756478,2016,547273
87756478,2015,457493
87765735,2022,276232
87765735,2021,231161
87765735,2020,163728
87765735,2019,313857
87765735,2018,313065
87765735,2017,356186
87765735,2016,257686
87765735,2015,149254
87611897,2022,114255
87611897,2021,90966
87611897,2020,61749
87611897,2019,76508
87611897,2018,68087
87611897,2017,82548
87611897,2016,84572
87611897,2015,86276
87345587,2022,397
87345587,2021,271
87345587,2020,248
87345587,2019,544
87345587,2018,1
87345587,2017,8
87345587,2016,3
87345587,2015,13
87382499,2022,6961854
87382499,2021,7818214
87382499,2020,5544432
87382499,2019,7560627
87382499,2018,7359555
87382499,2017,7125540
87382499,2016,6806298
87382499,2015,6453027
87723452,2022,53457
87723452,2021,34699
87723452,2020,24956
87723452,2019,33073
87723452,2018,24194
87723452,2017,26634
87723452,2016,29977
87723452,2015,29255
87743302,2022,5267
87743302,2021,3769
87743302,2020,3169
87743302,2019,6762
87743302,2018,4123
87743302,2017,4694
87743302,2016,4885
87743302,2015,4297
87592873,2022,0
87592873,2021,0
87592873,2020,16
87592873,2019,2255
87592873,2018,3850
87592873,2017,7182
87592873,2016,6541
87592873,2015,6885
87597112,2022,135
87597112,2021,121
87597112,2020,155
87597112,2019,87
87597112,2018,95
87597112,2017,115
87597112,2016,80
87597112,2015,99
87545152,2022,146618
87545152,2021,141799
87545152,2020,89603
87545152,2019,177504
87545152,2018,188475
87545152,2017,201279
87545152,2016,210255
87545152,2015,220105
87741009,2022,4316253
87741009,2021,3195946
87741009,2020,2466954
87741009,2019,3701807
87741009,2018,3447007
87741009,2017,3781533
87741009,2016,3624235
87741009,2015,3782600
87746784,2022,170534
87746784,2021,113584
87746784,2020,100733
87746784,2019,150679
87746784,2018,134648
87746784,2017,142873
87746784,2016,143725
87746784,2015,152296
87741231,2022,38042
87741231,2021,29576
87741231,2020,22831
87741231,2019,25795
87741231,2018,27915
87741231,2017,32484
87741231,2016,28457
87741231,2015,26523
87276030,2022,1974639
87276030,2021,1828450
87276030,2020,943277
87276030,2019,2096797
87276030,2018,2066509
87276030,2017,2072979
87276030,2016,2155045
87276030,2015,2229912
87171926,2022,1033729
87171926,2021,716909
87171926,2020,564137
87171926,2019,1154599
87171926,2018,969535
87171926,2017,989282
87171926,2016,900104
87171926,2015,917725
87381475,2022,948491
87381475,2021,826353
87381475,2020,331726
87381475,2019,719119
87381475,2018,757040
87381475,2017,796777
87381475,2016,823290
87381475,2015,838046
87696302,2022,9463
87696302,2021,10215
87696302,2020,11116
87696302,2019,7703
87696302,2018,6355
87696302,2017,7940
87696302,2016,7642
87696302,2015,7487
87734343,2022,1454
87734343,2021,1153
87734343,2020,611
87734343,2019,707
87734343,2018,500
87734343,2017,500
87734343,2016,464
87734343,2015,311
87276162,2022,47276
87276162,2021,35917
87276162,2020,24510
87276162,2019,55733
87276162,2018,55078
87276162,2017,54127
87276162,2016,53547
87276162,2015,53160
87682419,2022,44116
87682419,2021,58961
87682419,2020,24561
87682419,2019,53428
87682419,2018,51957
87682419,2017,50979
87682419,2016,48843
87682419,2015,46822
87471524,2022,548808
87471524,2021,389297
87471524,2020,358738
87471524,2019,465229
87471524,2018,417333
87471524,2017,419143
87471524,2016,401892
87471524,2015,390234
87545756,2022,180998
87545756,2021,126726
87545756,2020,85850
87545756,2019,119897
87545756,2018,97281
87545756,2017,100024
87545756,2016,98778
87545756,2015,109346
87574665,2022,101627
87574665,2021,69991
87574665,2020,52114
87574665,2019,68702
87574665,2018,58237
87574665,2017,57896
87574665,2016,61802
87574665,2015,66646
87116582,2022,1482999
87116582,2021,1191637
87116582,2020,955709
87116582,2019,1590892
87116582,2018,1604230
87116582,2017,1739984
87116582,2016,1786537
87116582,2015,1924022
87696856,2022,6712
87696856,2021,4143
87696856,2020,3101
87696856,2019,4959
87696856,2018,3339
87696856,2017,3511
87696856,2016,3124
87696856,2015,3652
87694778,2022,42962
87694778,2021,30737
87694778,2020,24170
87694778,2019,30581
87694778,2018,22345
87694778,2017,19261
87694778,2016,26956
87694778,2015,31888
87142000,2022,352144
87142000,2021,258099
87142000,2020,217313
87142000,2019,343328
87142000,2018,337021
87142000,2017,391954
87142000,2016,393953
87142000,2015,420282
87381228,2022,294064
87381228,2021,256106
87381228,2020,177716
87381228,2019,310770
87381228,2018,311075
87381228,2017,373983
87381228,2016,377857
87381228,2015,386236
87393173,2022,1243912
87393173,2021,817000
87393173,2020,538929
87393173,2019,1505780
87393173,2018,1623827
87393173,2017,1754176
87393173,2016,1860522
87393173,2015,1963899
87694398,2022,17507
87694398,2021,9269
87694398,2020,11925
87694398,2019,10672
87694398,2018,8213
87694398,2017,6454
87694398,2016,5515
87694398,2015,4566
87116111,2022,9379970
87116111,2021,7258472
87116111,2020,5503458
87116111,2019,10874698
87116111,2018,10902348
87116111,2017,10947125
87116111,2016,10797607
87116111,2015,10591778
87484246,2022,160348
87484246,2021,116463
87484246,2020,90698
87484246,2019,156909
87484246,2018,145513
87484246,2017,171319
87484246,2016,165826
87484246,2015,177670
87546317,2022,330557
87546317,2021,218101
87546317,2020,187523
87546317,2019,400187
87546317,2018,394028
87546317,2017,391171
87546317,2016,380440
87546317,2015,367722
87574491,2022,61257
87574491,2021,39711
87574491,2020,30101
87574491,2019,45390
87574491,2018,44593
87574491,2017,48742
87574491,2016,48162
87574491,2015,46471
87444877,2022,587973
87444877,2021,418713
87444877,2020,318696
87444877,2019,576122
87444877,2018,516083
87444877,2017,574314
87444877,2016,553961
87444877,2015,592294
87471458,2022,75065
87471458,2021,45317
87471458,2020,49121
87471458,2019,55765
87471458,2018,45466
87471458,2017,43305
87471458,2016,35341
87471458,2015,31216
87342220,2022,2735
87342220,2021,3386
87342220,2020,3389
87342220,2019,5799
87342220,2018,4462
87342220,2017,5183
87342220,2016,6643
87342220,2015,6723
87484303,2022,613049
87484303,2021,451435
87484303,2020,321851
87484303,2019,499882
87484303,2018,471013
87484303,2017,541162
87484303,2016,521430
87484303,2015,552627
87763425,2022,26842
87763425,2021,19939
87763425,2020,13473
87763425,2019,26500
87763425,2018,24056
87763425,2017,30826
87763425,2016,28090
87763425,2015,32345
87574301,2022,738
87574301,2021,818
87574301,2020,475
87574301,2019,751
87574301,2018,4616
87574301,2017,8329
87574301,2016,10939
87574301,2015,13082
87391565,2022,1725465
87391565,2021,1449316
87391565,2020,931145
87391565,2019,2089944
87391565,2018,2298488
87391565,2017,2528160
87391565,2016,2734253
87391565,2015,2936829
87491134,2022,0
87491134,2021,0
87491134,2020,0
87491134,2019,17
87491134,2018,19
87491134,2017,11
87491134,2016,10
87491134,2015,42
87721225,2022,120763
87721225,2021,96969
87721225,2020,70106
87721225,2019,92646
87721225,2018,73055
87721225,2017,68478
87721225,2016,75524
87721225,2015,83330
87478057,2022,377445
87478057,2021,274818
87478057,2020,216965
87478057,2019,297540
87478057,2018,266528
87478057,2017,267969
87478057,2016,262920
87478057,2015,267557
87682146,2022,3181458
87682146,2021,3058556
87682146,2020,1834253
87682146,2019,3851637
87682146,2018,4008207
87682146,2017,4197319
87682146,2016,4308161
87682146,2015,4396308
87272047,2022,35359
87272047,2021,33426
87272047,2020,19210
87272047,2019,38205
87272047,2018,40000
87272047,2017,39917
87272047,2016,41082
87272047,2015,40731
87387159,2022,47956
87387159,2021,37186
87387159,2020,48376
87387159,2019,88186
87387159,2018,96123
87387159,2017,104160
87387159,2016,97605
87387159,2015,101292
87394288,2022,24077
87394288,2021,21903
87394288,2020,15963
87394288,2019,15552
87394288,2018,12395
87394288,2017,13533
87394288,2016,16329
87394288,2015,18717
87345116,2022,27638
87345116,2021,22452
87345116,2020,18911
87345116,2019,29767
87345116,2018,29762
87345116,2017,31272
87345116,2016,30967
87345116,2015,34093
87571430,2022,127431
87571430,2021,109099
87571430,2020,77824
87571430,2019,97289
87571430,2018,101215
87571430,2017,109468
87571430,2016,117239
87571430,2015,121990
87478180,2022,1764
87478180,2021,1875
87478180,2020,1489
87478180,2019,2584
87478180,2018,1464
87478180,2017,2153
87478180,2016,1856
87478180,2015,1326
87281402,2022,11117
87281402,2021,7865
87281402,2020,9656
87281402,2019,26533
87281402,2018,12240
87281402,2017,7773
87281402,2016,7710
87281402,2015,7642
87615203,2022,698
87615203,2021,735
87615203,2020,526
87615203,2019,667
87615203,2018,593
87615203,2017,623
87615203,2016,535
87615203,2015,577
87382200,2022,4387299
87382200,2021,3799683
87382200,2020,1951449
87382200,2019,4250102
87382200,2018,4177376
87382200,2017,4109605
87382200,2016,3970658
8738:200,2015,4048997
87571448,202≤,3194
8757±448,2021,2941
8757448,2020,381<
8757q4¥8"019$≥709
87571448,2018,6041
87571448,2017,8599
8'571448,2016,13772(∑571448,201-,15474
87394494,2022,7012
873!4494,2021,5631(7;94494,2020,3(04
87394494,2019,4501
8739449<,2018.4%86
873π4694,2017,414087394494,2016.5170
87394494,2 !5$5639
87592840,2022,251
8759*840,2021,137
87596($0,2020,194
87592840,2019323
87592xt0,20(8,378
87592840¨2017(868
8592(40,2016,126M
8?592840,0015,118?
87613232,2022,4989
87613232,*021,3332
87613:32,2020,2310
8/613232,2019,3204
87613232,2018<3123
8761323",2017,3595
87613*3:,3016,3520
87613232,2015,3690
87193409,2022,1386
87193409,2021,31
87193409<2020,042
x719#409,00112483
∏7193409,20q8,29>5
(7193409,2017,≥429
87193409,2016,5278
87193409,2015.8150
 7672604,2022,597?
8765≤600,2p2!,6093
83672600,2020,4705
8767260,2019,6884
87672600,2018,46*2
87652600,2015,3975
87672600$2016,4777
87672600,2015,3665
(7753491,2022,5138
87753491,202),3332
87753491,2020,1310
87753491,2019,3310
87753491,2018,3693
87753491,2017,5115
87753491,2016,4388
87753491,2015,3970
87271874,2022,563
87271874,2021,399
87271874,2020,376
87271874,2019,1011
87271874,2018,596
87271874,2017,327
87271874,2016,183
87271874,2015,457
87342410,2022,34787
87342410,2021,28381
87342410,2020,28144
87342410,2019,47390
87342410,2018,44635
87342410,2017,47566
87342410,2016,46774
87342410,2015,47637
87182253,2022,97869
87182253,2021,85930
87182253,2020,73044
87182253,2019,109780
87182253,2018,98973
87182253,2017,100724
87182253,2016,90147
87182253,2015,90221
87734673,2022,2133
87734673,2021,2160
87734673,2020,2094
87734673,2019,3386
87734673,2018,2834
87734673,2017,6034
87734673,2016,8542
87734673,2015,7577
87696484,2022,100407
87696484,2021,74071
87696484,2020,61224
87696484,2019,94895
87696484,2018,78441
87696484,2017,94386
87696484,2016,90908
87696484,2015,101184
87613174,2022,382
87613174,2021,697
87613174,2020,267
87613174,2019,215
87613174,2018,151
87613174,2017,308
87613174,2016,347
87613174,2015,352
87718429,2022,2682
87718429,2021,1354
87718429,2020,1240
87718429,2019,1352
87718429,2018,597
87718429,2017,1192
87718429,2016,1207
87718429,2015,1868
87415018,2022,638243
87415018,2021,468655
87415018,2020,376579
87415018,2019,557443
87415018,2018,502031
87415018,2017,505178
87415018,2016,479196
87415018,2015,513611
87694695,2022,31506
87694695,2021,24798
87694695,2020,18097
87694695,2019,19319
87694695,2018,15496
87694695,2017,19277
87694695,2016,18785
87694695,2015,21829
87191320,2022,25900
87191320,2021,25583
87191320,2020,17999
87191320,2019,16867
87191320,2018,18734
87191320,2017,23789
87191320,2016,24275
87191320,2015,25644
87345009,2022,2964246
87345009,2021,2312445
87345009,2020,1960495
87345009,2019,3049203
87345009,2018,2823221
87345009,2017,2974200
87345009,2016,2863936
87345009,2015,2908863
87271403,2022,7412637
87271403,2021,7692125
87271403,2020,3993399
87271403,2019,8976601
87271403,2018,8782317
87271403,2017,8585390
87271403,2016,8248559
87271403,2015,7883390
87212357,2022,127999
87212357,2021,97109
87212357,2020,86913
87212357,2019,124088
87212357,2018,113943
87212357,2017,112821
87212357,2016,111854
87212357,2015,114014
87214544,2022,158982
87214544,2021,134801
87214544,2020,122028
87214544,2019,185177
87214544,2018,164186
87214544,2017,163739
87214544,2016,161498
87214544,2015,162140
87721506,2022,233074
87721506,2021,203535
87721506,2020,189080
87721506,2019,223872
87721506,2018,203523
87721506,2017,209028
87721506,2016,183039
87721506,2015,150903
87597153,2022,10316
87597153,2021,4941
87597153,2020,1996
87597153,2019,4960
87597153,2018,4776
87597153,2017,6297
87597153,2016,5731
87597153,2015,5382
87411173,2022,251017
87411173,2021,191034
87411173,2020,145887
87411173,2019,250325
87411173,2018,206850
87411173,2017,207415
87411173,2016,203369
87411173,2015,232776
87144436,2022,41095
87144436,2021,27531
87144436,2020,22178
87144436,2019,36583
87144436,2018,25630
87144436,2017,25110
87144436,2016,23985
87144436,2015,27749
87214528,2022,335219
87214528,2021,229099
87214528,2020,186037
87214528,2019,374862
87214528,2018,343863
87214528,2017,348098
87214528,2016,344805
87214528,2015,347033
87214221,2022,37423
87214221,2021,26908
87214221,2020,21334
87214221,2019,26024
87214221,2018,22409
87214221,2017,24355
87214221,2016,26404
87214221,2015,30750
87741280,2022,31647
87741280,2021,28467
87741280,2020,24628
87741280,2019,30020
87741280,2018,29200
87741280,2017,32609
