transporteur,uic_origine,uic_destination,classe,profil_tarifaire,prix_minimum,prix_maximum
TGV INOUI,87615286,87784009,1,Tarif Normal,14,44
TGV INOUI,87723197,87571240,2,Tarif Réglementé,76,135
TGV INOUI,87773002,87686006,1,Tarif Réglementé,120,120
TGV INOUI,87677005,87673400,1,Tarif Réglementé,11,11
TGV INOUI,87773002,87686006,1,Tarif Normal,31,177
TGV INOUI,87673202,87672006,1,Tarif Réglementé,23,23
TGV INOUI,87773200,87611004,2,Tarif Normal,15,43
TGV INOUI,87583005,87677120,2,Tarif Réglementé,54,80
TGV INOUI,87575001,87673004,1,Tarif Normal,29,111
TGV INOUI,87775007,87686006,2,Tarif Normal,25,129
TGV INOUI,87683268,87683003,2,Tarif Normal,5,11
TGV INOUI,87741009,87571240,1,Tarif Réglementé,122,122
TGV INOUI,87686006,87713545,2,Tarif Normal,15,79
TGV INOUI,87781005,87611244,1,Tarif Normal,17,68
TGV INOUI,87583005,87673400,1,Tarif Normal,29,88
TGV INOUI,87581009,87575142,2,Tarif Réglementé,45,75
TGV INOUI,87586008,87761007,1,Tarif Normal,31,132
TGV INOUI,87761007,87688762,1,Tarif Normal,22,64
TGV INOUI,87615286,87763029,2,Tarif Réglementé,54,95
TGV INOUI,87784009,87686006,2,Tarif Réglementé,105,179
TGV INOUI,87586008,87581009,2,Tarif Normal,12,28
TGV INOUI,87741777,87571240,1,Tarif Réglementé,134,134
TGV INOUI,87672006,87584052,1,Tarif Normal,22,68
TGV INOUI,87615286,87773002,1,Tarif Réglementé,33,33
TGV INOUI,87686006,87756403,1,Tarif Normal,31,206
TGV INOUI,87683268,87694109,2,Tarif Normal,20,46
TGV INOUI,87741645,87571240,2,Tarif Normal,25,130
TGV INOUI,87672253,87584052,1,Tarif Normal,22,63
TGV INOUI,87575001,87741645,2,Tarif Normal,25,141
TGV INOUI,87672006,87583005,1,Tarif Normal,29,97
TGV INOUI,87713040,87581009,2,Tarif Normal,30,141
TGV INOUI,87615286,87773200,1,Tarif Réglementé,29,29
TGV INOUI,87686006,87742361,1,Tarif Réglementé,111,111
TGV INOUI,87677005,87575001,2,Tarif Normal,25,71
TGV INOUI,87686006,87757526,1,Tarif Réglementé,141,141
TGV INOUI,87673004,87677120,1,Tarif Réglementé,10,10
TGV INOUI,87751008,87571240,1,Tarif Réglementé,134,134
TGV INOUI,87713040,87586008,1,Tarif Normal,31,182
TGV INOUI,87615286,87773200,1,Tarif Normal,14,47
TGV INOUI,87781005,87686006,2,Tarif Réglementé,98,165
TGV INOUI,87672006,87673103,1,Tarif Normal,10,33
TGV INOUI,87586545,87611004,2,Tarif Normal,14,32
TGV INOUI,87583005,87673103,2,Tarif Normal,20,46
TGV INOUI,87683268,87682005,2,Tarif Normal,11,23
TGV INOUI,87725689,87688762,2,Tarif Normal,20,74
TGV INOUI,87671339,87575142,2,Tarif Normal,25,73
TGV INOUI,87741777,87571240,2,Tarif Normal,25,141
TGV INOUI,87686006,87745679,1,Tarif Réglementé,107,107
TGV INOUI,87722025,87682005,1,Tarif Normal,29,142
TGV INOUI,87583005,87611244,1,Tarif Réglementé,58,58
TGV INOUI,87673202,87673004,1,Tarif Réglementé,16,16
TGV INOUI,87611244,87611004,1,Tarif Normal,8,25
TGV INOUI,87686006,87746438,1,Tarif Normal,31,202
TGV INOUI,87741777,87575001,2,Tarif Normal,25,143
TGV INOUI,87686006,87710731,1,Tarif Normal,38,119
TGV INOUI,87581009,87611004,1,Tarif Normal,24,73
TGV INOUI,87713040,87611004,1,Tarif Normal,31,170
TGV INOUI,87686006,87741728,1,Tarif Réglementé,116,116
TGV INOUI,87781005,87615286,1,Tarif Réglementé,22,22
TGV INOUI,87583005,87673004,1,Tarif Normal,29,90
TGV INOUI,87581009,87611244,2,Tarif Normal,22,39
TGV INOUI,87611244,87773200,1,Tarif Normal,22,72
TGV INOUI,87686006,87741728,2,Tarif Réglementé,90,177
TGV INOUI,87582668,87575142,1,Tarif Normal,24,83
TGV INOUI,87686006,87743005,2,Tarif Réglementé,71,87
TGV INOUI,87677005,87575142,1,Tarif Normal,29,111
TGV INOUI,87671339,87671008,2,Tarif Normal,6,6
TGV INOUI,87686006,87746438,2,Tarif Réglementé,90,181
TGV INOUI,87615286,87781278,2,Tarif Normal,9,20
TGV INOUI,87686006,87741132,2,Tarif Normal,25,116
TGV INOUI,87718007,87686006,2,Tarif Réglementé,66,114
TGV INOUI,87761007,87571240,2,Tarif Normal,25,118
TGV INOUI,87686006,87745000,2,Tarif Réglementé,85,147
TGV INOUI,87583005,87575142,2,Tarif Normal,14,32
TGV INOUI,87781005,87688762,2,Tarif Normal,11,24
TGV INOUI,87581009,87673004,2,Tarif Normal,20,39
TGV INOUI,87615039,87775007,1,Tarif Normal,22,71
TGV INOUI,87686006,87755447,2,Tarif Normal,25,149
TGV INOUI,87615286,87784009,2,Tarif Normal,12,25
TGV INOUI,87686006,87741132,2,Tarif Réglementé,80,139
TGV INOUI,87673202,87673400,1,Tarif Normal,8,27
TGV INOUI,87773002,87571240,1,Tarif Réglementé,134,134
TGV INOUI,87686006,87745497,1,Tarif Réglementé,107,107
TGV INOUI,87586008,87575142,1,Tarif Normal,24,91
TGV INOUI,87586008,87725689,1,Tarif Normal,31,154
TGV INOUI,87581009,87688762,1,Tarif Normal,26,130
TGV INOUI,87673202,87672006,2,Tarif Normal,8,21
TGV INOUI,87686006,87755629,2,Tarif Normal,25,136
TGV INOUI,87741009,87575142,2,Tarif Normal,25,124
TGV INOUI,87586008,87725689,2,Tarif Normal,25,109
TGV INOUI,87581009,87688887,2,Tarif Normal,20,74
TGV INOUI,87571240,87703975,1,Tarif Réglementé,134,134
TGV INOUI,87615039,87611004,1,Tarif Normal,8,25
TGV INOUI,87575142,87584052,1,Tarif Normal,22,71
TGV INOUI,87673202,87583849,1,Tarif Normal,24,72
TGV INOUI,87682005,87683003,1,Tarif Normal,8,25
TGV INOUI,87611004,87703975,2,Tarif Réglementé,47,72
TGV INOUI,87686006,87746479,2,Tarif Normal,25,134
TGV INOUI,87581009,87575142,2,Tarif Normal,20,56
TGV INOUI,87673400,87583849,1,Tarif Normal,29,88
TGV INOUI,87741306,87686006,1,Tarif Normal,31,183
TGV INOUI,87673103,87575001,2,Tarif Normal,25,60
TGV INOUI,87586008,87611244,1,Tarif Réglementé,20,20
TGV INOUI,87672006,87672253,1,Tarif Normal,6,21
TGV INOUI,87718007,87688887,2,Tarif Normal,20,114
TGV INOUI,87741777,87686006,1,Tarif Normal,31,204
TGV INOUI,87673400,87575001,1,Tarif Normal,29,114
TGV INOUI,87686006,87764001,2,Tarif Normal,25,118
TGV INOUI,87673202,87672253,2,Tarif Réglementé,11,17
TGV INOUI,87583849,87611244,2,Tarif Normal,25,53
TGV INOUI,87682211,87762906,2,Tarif Normal,25,97
TGV INOUI,87615286,87723197,2,Tarif Réglementé,65,109
TGV INOUI,87686006,87765107,2,Tarif Normal,25,118
TGV INOUI,87677005,87673004,2,Tarif Réglementé,10,14
TGV INOUI,87725689,87688887,1,Tarif Normal,24,125
TGV INOUI,87713412,87686006,1,Tarif Réglementé,86,86
TGV INOUI,87761007,87611244,1,Tarif Normal,19,123
TGV INOUI,87686006,87773200,2,Tarif Réglementé,98,165
TGV INOUI,87583005,87575142,1,Tarif Normal,16,53
TGV INOUI,87586008,87775007,2,Tarif Normal,20,56
TGV INOUI,87581009,87582643,2,Tarif Normal,15,15
TGV INOUI,87615286,87763029,2,Tarif Normal,20,73
TGV INOUI,87713040,87686667,2,Tarif Normal,15,75
TGV INOUI,87581009,87582478,1,Tarif Réglementé,14,14
TGV INOUI,87686006,87755009,2,Tarif Normal,25,136
TGV INOUI,87722025,87686006,1,Tarif Réglementé,108,108
TGV INOUI,87677005,87673400,2,Tarif Normal,8,8
TGV INOUI,87586008,87781104,1,Tarif Normal,17,72
TGV INOUI,87713131,87686006,1,Tarif Réglementé,63,63
TGV INOUI,87688887,87703975,1,Tarif Réglementé,16,16
TGV INOUI,87683268,87763029,2,Tarif Normal,25,83
TGV INOUI,87575001,87677120,2,Tarif Normal,25,74
TGV INOUI,87751008,87694109,1,Tarif Normal,29,134
TGV INOUI,87672006,87575142,1,Tarif Normal,29,109
TGV INOUI,87594002,87592378,1,Tarif Normal,15,49
TGV INOUI,87753657,87686006,2,Tarif Réglementé,84,150
TGV INOUI,87677005,87677120,2,Tarif Réglementé,4,8
TGV INOUI,87761494,87694109,2,Tarif Normal,15,45
TGV INOUI,87581009,87672253,2,Tarif Normal,15,38
TGV INOUI,87611244,87611004,2,Tarif Normal,6,14
TGV INOUI,87581009,87583849,2,Tarif Normal,15,34
TGV INOUI,87615286,87781104,2,Tarif Réglementé,14,21
TGV INOUI,87762906,87694109,1,Tarif Normal,17,58
TGV INOUI,87682005,87751008,1,Tarif Normal,31,168
TGV INOUI,87688887,87725002,2,Tarif Normal,20,83
TGV INOUI,87756056,87686006,1,Tarif Normal,31,227
TGV INOUI,87723197,87682005,2,Tarif Normal,25,97
TGV INOUI,87722025,87688887,2,Tarif Réglementé,51,86
TGV INOUI,87718833,87686006,1,Tarif Normal,24,129
TGV INOUI,87686006,87757526,1,Tarif Normal,31,216
TGV INOUI,87756056,87686006,2,Tarif Normal,25,149
TGV INOUI,87615286,87688762,1,Tarif Normal,17,61
TGV INOUI,87763029,87694109,2,Tarif Normal,15,49
TGV INOUI,87723197,87575142,2,Tarif Normal,25,96
TGV INOUI,87615286,87611004,1,Tarif Normal,10,37
TGV INOUI,87581009,87673103,2,Tarif Normal,12,26
TGV INOUI,87575001,87575142,2,Tarif Réglementé,9,13
TGV INOUI,87615286,87611244,2,Tarif Normal,13,29
TGV INOUI,87725705,87686006,2,Tarif Normal,20,91
TGV INOUI,87688762,87611004,1,Tarif Normal,17,83
TGV INOUI,87742007,87686006,1,Tarif Réglementé,111,111
TGV INOUI,87722025,87575142,2,Tarif Normal,25,96
TGV INOUI,87597005,87592378,1,Tarif Normal,10,30
TGV INOUI,87725705,87686006,2,Tarif Réglementé,66,122
TGV INOUI,87586008,87611244,2,Tarif Réglementé,16,24
TGV INOUI,87686006,87688887,1,Tarif Normal,31,177
TGV INOUI,87673202,87671008,1,Tarif Normal,15,51
TGV INOUI,87688887,87611244,1,Tarif Normal,17,79
TGV INOUI,87575142,87584052,2,Tarif Réglementé,41,60
TGV INOUI,87686006,87764001,2,Tarif Réglementé,84,144
TGV INOUI,87686006,87710731,2,Tarif Normal,34,83
TGV INOUI,87575001,87611244,2,Tarif Normal,25,68
TGV INOUI,87688762,87745000,1,Tarif Normal,24,117
TGV INOUI,87682211,87763029,2,Tarif Normal,25,107
TGV INOUI,87586008,87725002,2,Tarif Normal,25,109
TGV INOUI,87686006,87725002,2,Tarif Normal,15,79
TGV INOUI,87672253,87671339,2,Tarif Réglementé,12,17
TGV INOUI,87775007,87694109,2,Tarif Normal,20,65
TGV INOUI,87673400,87677120,2,Tarif Normal,4,4
TGV INOUI,87741009,87694109,1,Tarif Normal,17,79
TGV INOUI,87746008,87686006,1,Tarif Normal,31,182
TGV INOUI,87575142,87611244,1,Tarif Normal,29,105
TGV INOUI,87723197,87688887,2,Tarif Réglementé,51,86
TGV INOUI,87581009,87713545,2,Tarif Normal,25,108
TGV INOUI,87747246,87694109,1,Tarif Normal,22,75
TGV INOUI,87686006,87741645,1,Tarif Normal,31,192
TGV INOUI,87694109,87683003,1,Tarif Normal,29,74
TGV INOUI,87762906,87688887,1,Tarif Normal,24,101
TGV INOUI,87586008,87581009,1,Tarif Normal,14,49
TGV INOUI,87784009,87611004,2,Tarif Normal,15,38
TGV INOUI,87746305,87686006,1,Tarif Normal,31,165
TGV INOUI,87586008,87581009,1,Tarif Réglementé,30,30
TGV INOUI,87615286,87611004,2,Tarif Réglementé,19,28
TGV INOUI,87741777,87686006,1,Tarif Réglementé,116,116
TGV INOUI,87722025,87688887,1,Tarif Réglementé,71,71
TGV INOUI,87756056,87686006,1,Tarif Réglementé,141,141
TGV INOUI,87677005,87581009,1,Tarif Réglementé,45,45
TGV INOUI,87688762,87781278,1,Tarif Normal,11,37
TGV INOUI,87677005,87581009,1,Tarif Normal,22,69
TGV INOUI,87751008,87688762,2,Tarif Normal,13,30
TGV INOUI,87583005,87611004,1,Tarif Normal,24,100
TGV INOUI,87582668,87575142,2,Tarif Normal,20,52
TGV INOUI,87725689,87703975,1,Tarif Réglementé,80,80
TGV INOUI,87762906,87683003,1,Tarif Normal,24,119
TGV INOUI,87723197,87688887,2,Tarif Normal,20,73
TGV INOUI,87686006,87745000,1,Tarif Réglementé,90,90
TGV INOUI,87581009,87582668,1,Tarif Normal,20,25
TGV INOUI,87713545,87611004,1,Tarif Normal,31,156
TGV INOUI,87753004,87686006,1,Tarif Normal,31,173
TGV INOUI,87781278,87694109,2,Tarif Normal,25,78
TGV INOUI,87753004,87686006,2,Tarif Réglementé,84,150
TGV INOUI,87673202,87673400,1,Tarif Réglementé,17,17
TGV INOUI,87764472,87688887,2,Tarif Normal,15,34
TGV INOUI,87581009,87582668,1,Tarif Réglementé,17,17
TGV INOUI,87762906,87688887,2,Tarif Réglementé,51,86
TGV INOUI,87686006,87746479,1,Tarif Réglementé,117,117
TGV INOUI,87713412,87686006,2,Tarif Normal,20,89
TGV INOUI,87713040,87688887,2,Tarif Normal,20,101
TGV INOUI,87713040,87686006,1,Tarif Normal,19,109
TGV INOUI,87725705,87611244,2,Tarif Normal,25,97
TGV INOUI,87775007,87686006,2,Tarif Réglementé,93,154
TGV INOUI,87673400,87677120,1,Tarif Réglementé,7,7
TGV INOUI,87781005,87688887,2,Tarif Normal,7,17
TGV INOUI,87725689,87686006,1,Tarif Normal,24,142
TGV INOUI,87781005,87611244,2,Tarif Normal,15,42
TGV INOUI,87781005,87686006,2,Tarif Normal,25,131
TGV INOUI,87581009,87677120,1,Tarif Réglementé,44,44
TGV INOUI,87762906,87611004,2,Tarif Normal,25,96
TGV INOUI,87726000,87686006,1,Tarif Réglementé,108,108
TGV INOUI,87611244,87781104,2,Tarif Normal,20,37
TGV INOUI,87583005,87723197,2,Tarif Normal,25,120
TGV INOUI,87726000,87686006,1,Tarif Normal,31,165
TGV INOUI,87688887,87710731,1,Tarif Normal,51,152
TGV INOUI,87762906,87686006,1,Tarif Normal,29,157
TGV INOUI,87784009,87688887,1,Tarif Réglementé,35,35
TGV INOUI,87686006,87781104,2,Tarif Réglementé,98,165
TGV INOUI,87575142,87677120,1,Tarif Normal,29,109
TGV INOUI,87688887,87710731,2,Tarif Normal,45,111
TGV INOUI,87765008,87686006,1,Tarif Réglementé,113,113
TGV INOUI,87722025,87688887,2,Tarif Normal,20,73
TGV INOUI,87686006,87741132,1,Tarif Réglementé,111,111
TGV INOUI,87722025,87683003,2,Tarif Normal,20,80
TGV INOUI,87688887,87713545,2,Tarif Normal,20,82
TGV INOUI,87582478,87582643,1,Tarif Réglementé,8,8
TGV INOUI,87615039,87773002,2,Tarif Normal,15,35
TGV INOUI,87583005,87611244,1,Tarif Normal,24,91
TGV INOUI,87581009,87725002,2,Tarif Normal,25,128
TGV INOUI,87725002,87710731,2,Tarif Normal,14,30
TGV INOUI,87765008,87686006,2,Tarif Réglementé,85,145
TGV INOUI,87725689,87688887,1,Tarif Réglementé,88,88
TGV INOUI,87584052,87611004,2,Tarif Normal,15,48
TGV INOUI,87581009,87741645,1,Tarif Réglementé,160,160
TGV INOUI,87781005,87611004,2,Tarif Normal,14,35
TGV INOUI,87784009,87686006,2,Tarif Normal,25,139
TGV INOUI,87781005,87615286,2,Tarif Réglementé,18,27
TGV INOUI,87586008,87762906,1,Tarif Normal,31,154
TGV INOUI,87673400,87581009,1,Tarif Normal,22,63
TGV INOUI,87781104,87611004,1,Tarif Réglementé,32,32
TGV INOUI,87723197,87686006,1,Tarif Réglementé,108,108
TGV INOUI,87725689,87688887,2,Tarif Réglementé,64,107
TGV INOUI,87686006,87741769,1,Tarif Normal,31,201
TGV INOUI,87581009,87741645,2,Tarif Réglementé,126,159
TGV INOUI,87726000,87694109,1,Tarif Normal,17,68
TGV INOUI,87742007,87686006,2,Tarif Réglementé,87,172
TGV INOUI,87713131,87710731,2,Tarif Normal,15,43
TGV INOUI,87672253,87584052,2,Tarif Normal,20,40
TGV INOUI,87746008,87686006,2,Tarif Réglementé,82,158
TGV INOUI,87775007,87694109,1,Tarif Normal,24,110
TGV INOUI,87725705,87686006,1,Tarif Normal,24,142
TGV INOUI,87781104,87611004,1,Tarif Normal,15,53
TGV INOUI,87686006,87755009,1,Tarif Normal,31,209
TGV INOUI,87746370,87686006,2,Tarif Normal,25,134
TGV INOUI,87615286,87781104,1,Tarif Réglementé,18,18
TGV INOUI,87686006,87694109,1,Tarif Normal,24,136
TGV INOUI,87615286,87725689,1,Tarif Normal,31,135
TGV INOUI,87686006,87743005,2,Tarif Normal,20,94
TGV INOUI,87581009,87773002,2,Tarif Normal,20,74
TGV INOUI,87713040,87725689,2,Tarif Normal,12,26
TGV INOUI,87582478,87677120,1,Tarif Normal,17,53
TGV INOUI,87688887,87765107,1,Tarif Normal,14,44
TGV INOUI,87586545,87611244,1,Tarif Normal,14,44
TGV INOUI,87683268,87751008,2,Tarif Normal,25,95
TGV INOUI,87615286,87723197,1,Tarif Normal,24,127
TGV INOUI,87581009,87741728,1,Tarif Réglementé,171,171
TGV INOUI,87611244,87781104,1,Tarif Normal,22,61
TGV INOUI,87677005,87584052,2,Tarif Normal,20,45
TGV INOUI,87718007,87686006,1,Tarif Réglementé,90,90
TGV INOUI,87745000,87694109,2,Tarif Normal,20,45
TGV INOUI,87581009,87741728,2,Tarif Réglementé,136,159
TGV INOUI,87615039,87688762,1,Tarif Normal,22,71
TGV INOUI,87688887,87713545,1,Tarif Normal,24,119
TGV INOUI,87581009,87615286,2,Tarif Normal,20,54
TGV INOUI,87725689,87703975,2,Tarif Réglementé,54,97
TGV INOUI,87741009,87686006,1,Tarif Réglementé,111,111
TGV INOUI,87615286,87781104,1,Tarif Normal,8,27
TGV INOUI,87686006,87756486,2,Tarif Normal,25,138
TGV INOUI,87713040,87686006,1,Tarif Réglementé,73,73
TGV INOUI,87713040,87757526,2,Tarif Normal,25,139
TGV INOUI,87742320,87686006,2,Tarif Réglementé,85,167
TGV INOUI,87688887,87781278,1,Tarif Réglementé,16,16
TGV INOUI,87586008,87611004,1,Tarif Réglementé,28,28
TGV INOUI,87713412,87686006,1,Tarif Normal,24,126
TGV INOUI,87713040,87757625,1,Tarif Réglementé,133,133
TGV INOUI,87741009,87686006,2,Tarif Normal,25,116
TGV INOUI,87722025,87703975,1,Tarif Réglementé,66,66
TGV INOUI,87686006,87761007,1,Tarif Réglementé,111,111
TGV INOUI,87741777,87686006,2,Tarif Réglementé,92,179
TGV INOUI,87671339,87671008,2,Tarif Réglementé,6,10
TGV INOUI,87743351,87686006,2,Tarif Réglementé,79,92
TGV INOUI,87725705,87694109,2,Tarif Normal,11,25
TGV INOUI,87688887,87773200,1,Tarif Normal,13,18
TGV INOUI,87722025,87686006,2,Tarif Normal,25,109
TGV INOUI,87763029,87694109,1,Tarif Normal,17,73
TGV INOUI,87581009,87741793,1,Tarif Normal,36,242
TGV INOUI,87615286,87761007,1,Tarif Normal,24,107
TGV INOUI,87688887,87773200,2,Tarif Normal,8,8
TGV INOUI,87581009,87677120,2,Tarif Réglementé,39,55
TGV INOUI,87784009,87703975,2,Tarif Réglementé,37,53
TGV INOUI,87746008,87686006,1,Tarif Réglementé,102,102
TGV INOUI,87762906,87703975,1,Tarif Réglementé,66,66
TGV INOUI,87688762,87611004,2,Tarif Normal,15,47
TGV INOUI,87725705,87686006,1,Tarif Réglementé,90,90
TGV INOUI,87694109,87764001,1,Tarif Normal,19,77
TGV INOUI,87686006,87741645,2,Tarif Réglementé,87,172
TGV INOUI,87615286,87781278,1,Tarif Normal,11,33
TGV INOUI,87686006,87773200,1,Tarif Normal,31,192
TGV INOUI,87583005,87582643,2,Tarif Réglementé,36,54
TGV INOUI,87713040,87773002,1,Tarif Normal,24,142
TGV INOUI,87686006,87741769,1,Tarif Réglementé,116,116
TGV INOUI,87713040,87757674,1,Tarif Réglementé,133,133
TGV INOUI,87686006,87764001,1,Tarif Normal,31,167
TGV INOUI,87581009,87741777,2,Tarif Réglementé,136,159
TGV INOUI,87672253,87673103,1,Tarif Normal,10,33
TGV INOUI,87747246,87686006,2,Tarif Normal,39,99
TGV INOUI,87673202,87671339,1,Tarif Réglementé,29,29
TGV INOUI,87586008,87688762,2,Tarif Normal,20,56
TGV INOUI,87581009,87741793,2,Tarif Normal,30,157
TGV INOUI,87672253,87671008,2,Tarif Réglementé,21,31
TGV INOUI,87583005,87611004,2,Tarif Réglementé,60,85
TGV INOUI,87672006,87671008,2,Tarif Réglementé,13,20
TGV INOUI,87718007,87688762,2,Tarif Normal,20,105
TGV INOUI,87581009,87763029,1,Tarif Normal,31,157
TGV INOUI,87722025,87703975,1,Tarif Normal,17,93
TGV INOUI,87582478,87673004,2,Tarif Normal,14,31
TGV INOUI,87784009,87694109,1,Tarif Normal,31,131
TGV INOUI,87725705,87688762,1,Tarif Normal,24,107
TGV INOUI,87743351,87686006,1,Tarif Réglementé,96,96
TGV INOUI,87672006,87671339,2,Tarif Normal,4,11
TGV INOUI,87583005,87672253,1,Tarif Réglementé,56,56
TGV INOUI,87713040,87703975,2,Tarif Réglementé,66,110
TGV INOUI,87773002,87611004,1,Tarif Réglementé,46,46
TGV INOUI,87583005,87586545,2,Tarif Normal,20,45
TGV INOUI,87673400,87673004,2,Tarif Normal,3,3
TGV INOUI,87686006,87746479,1,Tarif Normal,31,205
TGV INOUI,87725689,87710731,1,Tarif Normal,22,58
TGV INOUI,87586008,87762906,2,Tarif Normal,25,106
TGV INOUI,87762906,87686006,2,Tarif Normal,25,109
TGV INOUI,87673202,87672006,2,Tarif Réglementé,19,27
TGV INOUI,87583005,87672253,2,Tarif Réglementé,51,76
TGV INOUI,87763029,87710731,2,Tarif Normal,30,73
TGV INOUI,87773002,87611004,2,Tarif Réglementé,41,62
TGV INOUI,87765008,87686006,1,Tarif Normal,31,167
TGV INOUI,87713412,87713131,1,Tarif Réglementé,27,27
TGV INOUI,87582643,87582668,1,Tarif Normal,3,7
TGV INOUI,87713040,87775007,2,Tarif Normal,20,90
TGV INOUI,87688762,87764001,2,Tarif Normal,12,26
TGV INOUI,87751008,87686006,2,Tarif Réglementé,95,156
TGV INOUI,87713040,87715136,1,Tarif Réglementé,28,28
TGV INOUI,87757625,87686006,1,Tarif Réglementé,141,141
TGV INOUI,87775007,87710731,2,Tarif Normal,42,105
TGV INOUI,87742007,87694109,1,Tarif Normal,34,104
TGV INOUI,87686006,87745497,1,Tarif Normal,31,192
TGV INOUI,87713040,87718007,1,Tarif Normal,23,40
TGV INOUI,87686006,87694109,2,Tarif Normal,20,89
TGV INOUI,87725689,87703975,2,Tarif Normal,20,81
TGV INOUI,87592006,87592378,1,Tarif Normal,8,25
TGV INOUI,87686006,87745646,2,Tarif Normal,25,121
TGV INOUI,87673202,87677120,1,Tarif Normal,9,30
TGV INOUI,87686006,87765107,1,Tarif Normal,31,167
TGV INOUI,87673202,87677005,1,Tarif Réglementé,23,23
TGV INOUI,87718007,87688762,1,Tarif Normal,26,155
TGV INOUI,87775007,87686006,1,Tarif Réglementé,120,120
TGV INOUI,87713040,87725689,2,Tarif Réglementé,24,37
TGV INOUI,87583849,87584052,1,Tarif Normal,15,47
TGV INOUI,87773002,87703975,1,Tarif Normal,8,24
TGV INOUI,87611004,87703975,1,Tarif Normal,17,82
TGV INOUI,87583005,87677120,2,Tarif Normal,25,55
TGV INOUI,87781278,87703975,1,Tarif Normal,11,40
TGV INOUI,87677005,87583005,2,Tarif Réglementé,57,82
TGV INOUI,87673202,87677120,2,Tarif Réglementé,16,23
TGV INOUI,87723197,87688887,1,Tarif Normal,24,101
TGV INOUI,87686006,87688887,2,Tarif Normal,25,129
TGV INOUI,87756056,87713545,1,Tarif Réglementé,124,124
TGV INOUI,87722025,87688762,1,Tarif Normal,17,90
TGV INOUI,87673202,87673004,2,Tarif Normal,5,14
TGV INOUI,87781005,87688762,1,Tarif Normal,13,43
TGV INOUI,87672006,87583005,2,Tarif Normal,25,56
TGV INOUI,87713040,87751008,1,Tarif Réglementé,98,98
TGV INOUI,87583005,87611004,2,Tarif Normal,20,66
TGV INOUI,87677005,87673400,1,Tarif Normal,11,16
TGV INOUI,87688887,87611244,2,Tarif Normal,15,48
TGV INOUI,87672006,87583005,2,Tarif Réglementé,55,82
TGV INOUI,87723197,87710731,1,Tarif Normal,17,73
TGV INOUI,87686006,87703975,1,Tarif Normal,31,184
TGV INOUI,87677005,87673004,1,Tarif Normal,14,20
TGV INOUI,87688762,87765107,1,Tarif Normal,9,29
TGV INOUI,87784009,87686006,1,Tarif Réglementé,133,133
TGV INOUI,87673400,87677120,2,Tarif Réglementé,4,7
TGV INOUI,87583849,87611004,1,Tarif Normal,29,110
TGV INOUI,87677005,87677120,1,Tarif Réglementé,7,7
TGV INOUI,87713040,87703975,1,Tarif Réglementé,91,91
TGV INOUI,87583849,87584052,2,Tarif Normal,13,28
TGV INOUI,87763029,87710731,1,Tarif Normal,34,101
TGV INOUI,87686006,87703975,2,Tarif Réglementé,93,154
TGV INOUI,87673400,87673103,1,Tarif Normal,10,33
TGV INOUI,87713040,87688887,1,Tarif Normal,24,142
TGV INOUI,87686006,87741769,2,Tarif Normal,25,133
TGV INOUI,87713545,87755447,1,Tarif Réglementé,98,98
TGV INOUI,87765008,87688762,2,Tarif Normal,7,15
TGV INOUI,87781278,87703975,2,Tarif Réglementé,20,32
TGV INOUI,87762906,87703975,2,Tarif Normal,15,67
TGV INOUI,87686006,87741769,2,Tarif Réglementé,92,179
TGV INOUI,87763029,87683003,1,Tarif Normal,29,124
TGV INOUI,87773002,87688762,1,Tarif Normal,8,22
TGV INOUI,87757625,87713545,1,Tarif Normal,31,174
TGV INOUI,87765008,87688887,1,Tarif Normal,14,42
TGV INOUI,87686006,87741793,2,Tarif Normal,25,133
TGV INOUI,87773002,87710731,2,Tarif Normal,45,111
TGV INOUI,87686006,87745646,2,Tarif Réglementé,87,170
TGV INOUI,87677005,87677120,2,Tarif Normal,4,4
TGV INOUI,87723197,87611004,1,Tarif Réglementé,93,93
TGV INOUI,87583005,87671008,1,Tarif Normal,29,107
TGV INOUI,87713131,87686006,2,Tarif Normal,15,64
TGV INOUI,87583005,87722025,2,Tarif Normal,25,120
TGV INOUI,87677005,87673103,2,Tarif Normal,8,19
TGV INOUI,87718007,87688887,1,Tarif Normal,26,160
TGV INOUI,87686006,87725002,1,Tarif Normal,19,118
TGV INOUI,87718833,87686006,2,Tarif Réglementé,67,85
TGV INOUI,87586008,87583849,1,Tarif Normal,24,69
TGV INOUI,87784009,87703975,1,Tarif Normal,17,63
TGV INOUI,87781005,87703975,1,Tarif Normal,13,43
TGV INOUI,87688762,87694109,1,Tarif Normal,24,110
TGV INOUI,87718833,87686006,2,Tarif Normal,20,92
TGV INOUI,87688762,87713545,1,Tarif Normal,24,124
TGV INOUI,87757674,87713545,1,Tarif Réglementé,124,124
TGV INOUI,87615039,87723197,1,Tarif Normal,34,117
TGV INOUI,87586008,87688887,2,Tarif Normal,20,56
TGV INOUI,87765008,87718239,1,Tarif Normal,34,108
TGV INOUI,87686006,87746438,1,Tarif Réglementé,117,117
TGV INOUI,87762906,87682005,2,Tarif Normal,25,97
TGV INOUI,87781278,87703975,1,Tarif Réglementé,24,24
TGV INOUI,87686006,87741645,1,Tarif Réglementé,113,113
TGV INOUI,87713040,87757526,2,Tarif Réglementé,98,161
TGV INOUI,87688762,87713545,2,Tarif Normal,20,81
TGV INOUI,87725689,87710731,2,Tarif Normal,20,41
